https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNT,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1733122800000,2024-12-02 07:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733119200000,2024-12-02 06:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733115600000,2024-12-02 05:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733112000000,2024-12-02 04:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733108400000,2024-12-02 03:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733104800000,2024-12-02 02:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733101200000,2024-12-02 01:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733097600000,2024-12-02 00:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733094000000,2024-12-01 23:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733090400000,2024-12-01 22:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733086800000,2024-12-01 21:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733083200000,2024-12-01 20:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733079600000,2024-12-01 19:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733076000000,2024-12-01 18:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733072400000,2024-12-01 17:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733068800000,2024-12-01 16:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733065200000,2024-12-01 15:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733061600000,2024-12-01 14:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,0,0,0,0,0,0.8031
1733058000000,2024-12-01 13:00:00,BNT/USDT,0.8031,0.8031,0.8031,0.8031,3.9512,4.92,3.9512,4.92,1,0.8031
1733054400000,2024-12-01 12:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733050800000,2024-12-01 11:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733047200000,2024-12-01 10:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733043600000,2024-12-01 09:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733040000000,2024-12-01 08:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733036400000,2024-12-01 07:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733032800000,2024-12-01 06:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733029200000,2024-12-01 05:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733025600000,2024-12-01 04:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733022000000,2024-12-01 03:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733018400000,2024-12-01 02:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733014800000,2024-12-01 01:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733011200000,2024-12-01 00:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733007600000,2024-11-30 23:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733004000000,2024-11-30 22:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,0,0,0,0,0,0.7566
1733000400000,2024-11-30 21:00:00,BNT/USDT,0.7566,0.7566,0.7566,0.7566,6.3341,8.3718,6.3341,8.3718,1,0.7566
1732996800000,2024-11-30 20:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732993200000,2024-11-30 19:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732989600000,2024-11-30 18:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732986000000,2024-11-30 17:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732982400000,2024-11-30 16:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732978800000,2024-11-30 15:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732975200000,2024-11-30 14:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732971600000,2024-11-30 13:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732968000000,2024-11-30 12:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732964400000,2024-11-30 11:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732960800000,2024-11-30 10:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732957200000,2024-11-30 09:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732953600000,2024-11-30 08:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732950000000,2024-11-30 07:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732946400000,2024-11-30 06:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732942800000,2024-11-30 05:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732939200000,2024-11-30 04:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732935600000,2024-11-30 03:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732932000000,2024-11-30 02:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732928400000,2024-11-30 01:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732924800000,2024-11-30 00:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732921200000,2024-11-29 23:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732917600000,2024-11-29 22:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732914000000,2024-11-29 21:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732910400000,2024-11-29 20:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732906800000,2024-11-29 19:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732903200000,2024-11-29 18:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732899600000,2024-11-29 17:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732896000000,2024-11-29 16:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732892400000,2024-11-29 15:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732888800000,2024-11-29 14:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732885200000,2024-11-29 13:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732881600000,2024-11-29 12:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732878000000,2024-11-29 11:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732874400000,2024-11-29 10:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732870800000,2024-11-29 09:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732867200000,2024-11-29 08:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732863600000,2024-11-29 07:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732860000000,2024-11-29 06:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732856400000,2024-11-29 05:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732852800000,2024-11-29 04:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732849200000,2024-11-29 03:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732845600000,2024-11-29 02:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732842000000,2024-11-29 01:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732838400000,2024-11-29 00:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732834800000,2024-11-28 23:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732831200000,2024-11-28 22:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732827600000,2024-11-28 21:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732824000000,2024-11-28 20:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732820400000,2024-11-28 19:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732816800000,2024-11-28 18:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732813200000,2024-11-28 17:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732809600000,2024-11-28 16:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732806000000,2024-11-28 15:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732802400000,2024-11-28 14:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732798800000,2024-11-28 13:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732795200000,2024-11-28 12:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732791600000,2024-11-28 11:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732788000000,2024-11-28 10:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732784400000,2024-11-28 09:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732780800000,2024-11-28 08:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732777200000,2024-11-28 07:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732773600000,2024-11-28 06:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732770000000,2024-11-28 05:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732766400000,2024-11-28 04:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732762800000,2024-11-28 03:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732759200000,2024-11-28 02:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732755600000,2024-11-28 01:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732752000000,2024-11-28 00:00:00,BNT/USDT,0.6012,0.6012,0.6012,0.6012,0,0,0,0,0,0.6978
1732748400000,2024-11-27 23:00:00,BNT/USDT,0.7165,0.7165,0.6012,0.6012,31.0067,44.6193,0,0,3,0.6978
1732744800000,2024-11-27 22:00:00,BNT/USDT,0.75,0.75,0.75,0.75,0,0,0,0,0,0.7497
1732741200000,2024-11-27 21:00:00,BNT/USDT,0.75,0.75,0.75,0.75,0,0,0,0,0,0.7497
1732737600000,2024-11-27 20:00:00,BNT/USDT,0.75,0.75,0.75,0.75,0,0,0,0,0,0.7497
1732734000000,2024-11-27 19:00:00,BNT/USDT,0.7497,0.75,0.7497,0.75,27.0471,36.0753,27.0471,36.0753,2,0.7497
1732730400000,2024-11-27 18:00:00,BNT/USDT,0.7083,0.7083,0.7083,0.7083,0,0,0,0,0,0.7083
1732726800000,2024-11-27 17:00:00,BNT/USDT,0.7083,0.7083,0.7083,0.7083,0,0,0,0,0,0.7083
1732723200000,2024-11-27 16:00:00,BNT/USDT,0.7083,0.7083,0.7083,0.7083,6.1151,8.6335,6.1151,8.6335,1,0.7083
1732719600000,2024-11-27 15:00:00,BNT/USDT,0.6974,0.6974,0.6974,0.6974,6.3334,9.0815,6.3334,9.0815,1,0.6974
1732716000000,2024-11-27 14:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732712400000,2024-11-27 13:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732708800000,2024-11-27 12:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732705200000,2024-11-27 11:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732701600000,2024-11-27 10:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732698000000,2024-11-27 09:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732694400000,2024-11-27 08:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732690800000,2024-11-27 07:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732687200000,2024-11-27 06:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732683600000,2024-11-27 05:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732680000000,2024-11-27 04:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732676400000,2024-11-27 03:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732672800000,2024-11-27 02:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732669200000,2024-11-27 01:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732665600000,2024-11-27 00:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732662000000,2024-11-26 23:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732658400000,2024-11-26 22:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732654800000,2024-11-26 21:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732651200000,2024-11-26 20:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732647600000,2024-11-26 19:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732644000000,2024-11-26 18:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732640400000,2024-11-26 17:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732636800000,2024-11-26 16:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732633200000,2024-11-26 15:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732629600000,2024-11-26 14:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732626000000,2024-11-26 13:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732622400000,2024-11-26 12:00:00,BNT/USDT,0.6603,0.6603,0.6603,0.6603,0,0,0,0,0,0.6661
1732618800000,2024-11-26 11:00:00,BNT/USDT,0.6676,0.6676,0.6603,0.6603,29.366,44.0868,23.366,35,2,0.6661
1732615200000,2024-11-26 10:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732611600000,2024-11-26 09:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732608000000,2024-11-26 08:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732604400000,2024-11-26 07:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732600800000,2024-11-26 06:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732597200000,2024-11-26 05:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732593600000,2024-11-26 04:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732590000000,2024-11-26 03:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732586400000,2024-11-26 02:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732582800000,2024-11-26 01:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732579200000,2024-11-26 00:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732575600000,2024-11-25 23:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,0,0,0,0,0,0.6954
1732572000000,2024-11-25 22:00:00,BNT/USDT,0.6954,0.6954,0.6954,0.6954,6,8.6282,0,0,1,0.6954
1732568400000,2024-11-25 21:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732564800000,2024-11-25 20:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732561200000,2024-11-25 19:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732557600000,2024-11-25 18:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732554000000,2024-11-25 17:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732550400000,2024-11-25 16:00:00,BNT/USDT,0.7089,0.7089,0.7089,0.7089,0,0,0,0,0,0.7088
1732546800000,2024-11-25 15:00:00,BNT/USDT,0.7088,0.7089,0.7088,0.7089,1.4601,2.06,1.4601,2.06,2,0.7088
1732543200000,2024-11-25 14:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732539600000,2024-11-25 13:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732536000000,2024-11-25 12:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732532400000,2024-11-25 11:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732528800000,2024-11-25 10:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732525200000,2024-11-25 09:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732521600000,2024-11-25 08:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732518000000,2024-11-25 07:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732514400000,2024-11-25 06:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732510800000,2024-11-25 05:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732507200000,2024-11-25 04:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732503600000,2024-11-25 03:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732500000000,2024-11-25 02:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732496400000,2024-11-25 01:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732492800000,2024-11-25 00:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732489200000,2024-11-24 23:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732485600000,2024-11-24 22:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732482000000,2024-11-24 21:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732478400000,2024-11-24 20:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732474800000,2024-11-24 19:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732471200000,2024-11-24 18:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732467600000,2024-11-24 17:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732464000000,2024-11-24 16:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732460400000,2024-11-24 15:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732456800000,2024-11-24 14:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732453200000,2024-11-24 13:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732449600000,2024-11-24 12:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732446000000,2024-11-24 11:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732442400000,2024-11-24 10:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732438800000,2024-11-24 09:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732435200000,2024-11-24 08:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732431600000,2024-11-24 07:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732428000000,2024-11-24 06:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732424400000,2024-11-24 05:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732420800000,2024-11-24 04:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732417200000,2024-11-24 03:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732413600000,2024-11-24 02:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732410000000,2024-11-24 01:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732406400000,2024-11-24 00:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732402800000,2024-11-23 23:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732399200000,2024-11-23 22:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732395600000,2024-11-23 21:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732392000000,2024-11-23 20:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732388400000,2024-11-23 19:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732384800000,2024-11-23 18:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732381200000,2024-11-23 17:00:00,BNT/USDT,0.6659,0.6659,0.6659,0.6659,0,0,0,0,0,0.6565
1732377600000,2024-11-23 16:00:00,BNT/USDT,0.6464,0.6666,0.6464,0.6659,2.2,3.3515,1.1204,1.7303,3,0.6565
1732374000000,2024-11-23 15:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732370400000,2024-11-23 14:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732366800000,2024-11-23 13:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732363200000,2024-11-23 12:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732359600000,2024-11-23 11:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732356000000,2024-11-23 10:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732352400000,2024-11-23 09:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732348800000,2024-11-23 08:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732345200000,2024-11-23 07:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732341600000,2024-11-23 06:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732338000000,2024-11-23 05:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732334400000,2024-11-23 04:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732330800000,2024-11-23 03:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732327200000,2024-11-23 02:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
1732323600000,2024-11-23 01:00:00,BNT/USDT,0.6666,0.6666,0.6666,0.6666,0,0,0,0,0,0.6645
