https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume YFI,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1700352000000,2023-11-19 00:00:00,YFI/USDT,9662.69,9662.69,8681.98,8801.1,6731.8,0.737502,3158.52,0.346049,1329,9129.44
1700265600000,2023-11-18 00:00:00,YFI/USDT,13851.75,13899.58,8011.1,9662.69,12949.84,1.273693,5385.63,0.548606,1616,10373.08
1700179200000,2023-11-17 00:00:00,YFI/USDT,12294.88,13899.58,12294.88,13851.81,6430.92,0.484099,3203.39,0.242805,1274,13311.46
1700092800000,2023-11-16 00:00:00,YFI/USDT,11047.74,13899.99,11047.74,12294.88,11534.03,0.921317,7260.55,0.579117,1652,12559.51
1700006400000,2023-11-15 00:00:00,YFI/USDT,10191.5,11366,10021.7,11133.91,13006.22,1.22292,8999.34,0.846911,1468,10639.94
1699920000000,2023-11-14 00:00:00,YFI/USDT,9558.66,10697,9495.77,10188.92,8847.04,0.876204,5710.56,0.562273,1368,10106.05
1699833600000,2023-11-13 00:00:00,YFI/USDT,9048.23,9898.14,9037.02,9710.65,9160.97,0.96038,5358.4,0.559615,1539,9542.9
1699747200000,2023-11-12 00:00:00,YFI/USDT,8843.85,9402.42,8573.48,9048.24,10218.4,1.136898,5767.42,0.641089,1603,8989.88
1699660800000,2023-11-11 00:00:00,YFI/USDT,7618.73,9200,7618.73,8928.22,11917.63,1.390528,7608.38,0.885776,1819,8592.12
1699574400000,2023-11-10 00:00:00,YFI/USDT,6726.93,7837.48,6679.56,7618.72,8322.18,1.165698,3732.64,0.517744,1521,7148.36
1699488000000,2023-11-09 00:00:00,YFI/USDT,6314.4,6846.46,6170.85,6675.29,7082.86,1.094799,3537.21,0.545218,1381,6471.86
1699401600000,2023-11-08 00:00:00,YFI/USDT,6014.41,6485.84,5925.57,6214.11,6760.48,1.114695,3753.36,0.61913,1395,6066.28
1699315200000,2023-11-07 00:00:00,YFI/USDT,6168,6355.31,5933.16,6014.42,5824.73,0.950716,2855.05,0.465277,1348,6127.61
1699228800000,2023-11-06 00:00:00,YFI/USDT,6040.53,6267.98,5827.45,6156.79,6114.25,1.015485,2934.48,0.488609,1433,6022.42
1699142400000,2023-11-05 00:00:00,YFI/USDT,5805.64,6135.59,5734.94,6035.35,16279.95,2.750127,7948.59,1.347662,1525,5921.21
1699056000000,2023-11-04 00:00:00,YFI/USDT,5683.85,6029.09,5611.28,5810.06,8770.2,1.527242,4239.29,0.741269,1376,5743.5
1698969600000,2023-11-03 00:00:00,YFI/USDT,5698.13,5895.37,5562.9,5623.28,6380.67,1.125844,3098.47,0.547213,1327,5668.13
1698883200000,2023-11-02 00:00:00,YFI/USDT,5877.18,6249.38,5609.24,5697.52,8338.36,1.422552,3525.08,0.606904,1374,5864.17
1698796800000,2023-11-01 00:00:00,YFI/USDT,5721.13,5958.45,5587.76,5873.89,7029.67,1.227244,3075.32,0.537411,1398,5728.88
1698710400000,2023-10-31 00:00:00,YFI/USDT,5863.86,6077.57,5581.39,5696.17,10240.54,1.770299,5256.43,0.907561,1412,5786.04
1698624000000,2023-10-30 00:00:00,YFI/USDT,5835.1,5905,5732.25,5863.85,14982.52,2.56168,8728.27,1.491428,764,5848.81
1698537600000,2023-10-29 00:00:00,YFI/USDT,5670.21,5884.89,5524.44,5850.25,438757.68,77.232243,233933.42,41.181306,1541,5681.59
1698451200000,2023-10-28 00:00:00,YFI/USDT,5650.67,5905.59,5550.57,5654.67,340627.41,59.938815,164251.89,28.899539,1374,5683.13
1698364800000,2023-10-27 00:00:00,YFI/USDT,5792.55,5832.57,5528.57,5543.78,491530.29,86.56143,248586.48,43.753582,1739,5679.02
1698278400000,2023-10-26 00:00:00,YFI/USDT,5791.37,6900,5493.15,5795.32,257634.08,44.619728,126092.19,21.841754,1052,5774.82
1698192000000,2023-10-25 00:00:00,YFI/USDT,5731.78,5885.02,5610.38,5817.8,50819.97,8.840843,26152.07,4.546138,624,5748.77
1698105600000,2023-10-24 00:00:00,YFI/USDT,5873.91,6011.48,5615.56,5727.43,79572.72,13.716491,42411.25,7.310709,955,5802.35
1698019200000,2023-10-23 00:00:00,YFI/USDT,5400,6008.55,5319.31,5839.22,118470.26,21.374642,58326.97,10.513405,1212,5544.76
1697932800000,2023-10-22 00:00:00,YFI/USDT,5254.48,5399.6,5221.84,5390.47,64021.91,12.048506,31791.3,5.985191,848,5314
1697846400000,2023-10-21 00:00:00,YFI/USDT,5026.16,5360.63,5008.55,5254.48,68325.26,13.177285,30325.76,5.836596,835,5186.79
1697760000000,2023-10-20 00:00:00,YFI/USDT,4958.03,5048.24,4910.32,5019.93,104819.26,21.03088,58855.72,11.80077,1061,4984.21
1697673600000,2023-10-19 00:00:00,YFI/USDT,5000.99,5156.13,4817.77,4942.3,154858.97,31.41604,55464.19,11.233879,2229,4929.73
1697587200000,2023-10-18 00:00:00,YFI/USDT,5094.31,5194.95,4986.1,5000.98,132713.94,26.096231,76516.39,15.044896,1962,5085.88
1697500800000,2023-10-17 00:00:00,YFI/USDT,5209.76,5299.99,5064.42,5094.83,176726.75,34.195727,91611.92,17.717903,2557,5168.5
1697414400000,2023-10-16 00:00:00,YFI/USDT,5092.22,5283.24,5068.02,5209.28,184247.16,35.826186,92723.29,18.046717,2733,5143.05
1697328000000,2023-10-15 00:00:00,YFI/USDT,5106.3,5153.54,5048.45,5077.41,152339.47,29.886467,88305.28,17.325994,2515,5097.38
1697241600000,2023-10-14 00:00:00,YFI/USDT,5120.85,5196.22,5068.22,5106.84,152099.55,29.72727,97464.61,19.055472,2258,5116.55
1697155200000,2023-10-13 00:00:00,YFI/USDT,5084.82,5331.27,5052.42,5127.49,179855.39,35.070691,81962.79,15.996989,2575,5128.71
1697068800000,2023-10-12 00:00:00,YFI/USDT,5124.04,5231.81,5048.33,5075.96,183642.74,35.95699,73947.63,14.496281,2584,5107.41
1696982400000,2023-10-11 00:00:00,YFI/USDT,5229.63,5290.45,5048.44,5123.82,167584.65,32.628273,71060.18,13.859658,2475,5136.62
1696896000000,2023-10-10 00:00:00,YFI/USDT,5251.83,5270.52,5182.33,5199.34,195344.48,37.335213,95098.56,18.175617,3053,5232.22
1696809600000,2023-10-09 00:00:00,YFI/USDT,5301.45,5395.62,5139.35,5212.69,154025.06,29.189281,64140.23,12.155018,2601,5277.6
1696723200000,2023-10-08 00:00:00,YFI/USDT,5429.46,5442.16,5301.45,5301.45,204842.87,38.0116,78380.89,14.564304,2655,5389.21
1696636800000,2023-10-07 00:00:00,YFI/USDT,5326.06,5454.85,5323.87,5430.92,149114.97,27.601491,69023.2,12.767911,2309,5402.59
1696550400000,2023-10-06 00:00:00,YFI/USDT,5316.09,5353.14,5258.73,5329.33,146134.46,27.441704,40707.02,7.650629,2107,5325.33
1696464000000,2023-10-05 00:00:00,YFI/USDT,5274.04,5351.45,5259.05,5313,210139.61,39.561868,43175.8,8.134643,2921,5311.74
1696377600000,2023-10-04 00:00:00,YFI/USDT,5224.55,5293.6,5087.91,5275.05,180231.97,34.555275,100938.38,19.374854,2943,5216.1
1696291200000,2023-10-03 00:00:00,YFI/USDT,5335.68,5395.59,5203.62,5225.5,176863.49,33.495349,85103.92,16.112412,2509,5280.76
1696204800000,2023-10-02 00:00:00,YFI/USDT,5570.11,5579.83,5290.94,5291.13,203006.46,37.111478,98961.12,18.087586,2524,5471.13
1696118400000,2023-10-01 00:00:00,YFI/USDT,5251.43,5625.01,5231.4,5555.57,194405.36,36.015758,99612.04,18.456912,2426,5398.86
1696032000000,2023-09-30 00:00:00,YFI/USDT,5198.54,5310.75,5195.59,5276.22,90776.06,17.320506,57450.73,10.962296,485,5240.97
1695945600000,2023-09-29 00:00:00,YFI/USDT,5247.39,5288.75,5195.59,5231.25,259078.22,49.521954,96998.27,18.54219,1403,5231.61
1695859200000,2023-09-28 00:00:00,YFI/USDT,5165.22,5285.23,5152.45,5229.3,280632.92,53.90507,115162.4,22.193897,1421,5206.33
1695772800000,2023-09-27 00:00:00,YFI/USDT,5197.74,5313.35,5128.51,5165.68,269742.64,51.774786,139238.49,26.7309,1500,5210.24
1695686400000,2023-09-26 00:00:00,YFI/USDT,5224.64,5264.95,5152.65,5195.17,269361.03,51.730953,92883.79,17.8716,1386,5207.09
1695600000000,2023-09-25 00:00:00,YFI/USDT,5115.72,5252.23,5071.11,5224.26,294508.86,56.791677,134451.57,25.959371,1498,5185.98
1695513600000,2023-09-24 00:00:00,YFI/USDT,5164.45,5188.57,5100.87,5111.91,275496,53.426137,173023.83,33.547971,1419,5156.61
1695427200000,2023-09-23 00:00:00,YFI/USDT,5151.17,5180.61,5100.34,5169.71,246762.46,47.860188,92780.31,17.995923,1403,5155.94
1695340800000,2023-09-22 00:00:00,YFI/USDT,5101.69,5180.55,5015.12,5144.05,259469.01,50.738386,143773.62,28.103561,1459,5113.91
1695254400000,2023-09-21 00:00:00,YFI/USDT,5352.57,5383.61,5095.4,5100.41,273990.51,52.311401,186811.98,35.629893,1418,5239.08
1695168000000,2023-09-20 00:00:00,YFI/USDT,5463.11,5521.62,5287.71,5352.57,241867.53,44.532113,102308.52,18.801467,1329,5432.02
1695081600000,2023-09-19 00:00:00,YFI/USDT,5459.11,5502.36,5410.98,5480.35,269416.55,49.287874,187966.04,34.391495,1390,5466.23
1694995200000,2023-09-18 00:00:00,YFI/USDT,5447.09,5913.23,5386.04,5449.3,350720.85,63.761344,136025.84,24.779153,2022,5501
1694908800000,2023-09-17 00:00:00,YFI/USDT,5534.53,5658.52,5404.39,5423.34,593840.97,108.679741,363096.04,66.445992,3233,5464.25
1694822400000,2023-09-16 00:00:00,YFI/USDT,5532.8,5651.29,5499.74,5532.7,560736.36,100.72284,237760.69,42.771859,3041,5567.3
1694736000000,2023-09-15 00:00:00,YFI/USDT,5375.15,5538.35,5355.81,5525.52,453290.99,83.179104,233912.16,42.912215,2430,5449.78
1694649600000,2023-09-14 00:00:00,YFI/USDT,5463.76,5531.17,5285.34,5365.13,201785.36,37.5221,150553.18,28.014263,1074,5377.99
1694563200000,2023-09-13 00:00:00,YFI/USDT,5184.74,5567.5,5165.3,5380.21,238853.28,45.260259,106907.81,20.233837,1257,5278.54
1694476800000,2023-09-12 00:00:00,YFI/USDT,5113.39,5378.47,5099.7,5186.85,584359.02,112.574515,307294.89,59.369662,2949,5191.23
1694390400000,2023-09-11 00:00:00,YFI/USDT,5263.68,5343.46,5014.27,5116.26,597516.4,115.613595,234999.02,45.527717,3130,5169.29
1694304000000,2023-09-10 00:00:00,YFI/USDT,5393.74,5394.72,5200.43,5262.98,624905.3,117.94976,353174.18,66.645713,3154,5298.42
1694217600000,2023-09-09 00:00:00,YFI/USDT,5398.24,5602.49,5373.1,5393.73,599459.76,110.264503,257482.7,47.295739,3174,5437.29
1694131200000,2023-09-08 00:00:00,YFI/USDT,5498.59,5912.65,5373.64,5505.52,583594.03,105.533991,193032.52,35.079416,2674,5530.84
1694044800000,2023-09-07 00:00:00,YFI/USDT,5525.69,5913.05,5338.37,5498.36,538029.73,98.128583,251264.89,45.753535,2731,5483.95
1693958400000,2023-09-06 00:00:00,YFI/USDT,5427.06,5609.02,5330.23,5420.06,410772.69,74.720995,258383.48,46.942998,2890,5497.61
1693872000000,2023-09-05 00:00:00,YFI/USDT,5368.59,5622.51,5257.25,5430.24,450653.93,82.432981,222110.4,40.672122,2822,5467.57
1693785600000,2023-09-04 00:00:00,YFI/USDT,5401.01,5665.85,5250.28,5368.23,321155.28,59.680219,156954.29,29.091184,2189,5381.72
1693699200000,2023-09-03 00:00:00,YFI/USDT,5443.65,5673.34,5290.83,5411.47,725359.54,133.499408,474753.39,87.35686,3803,5433.67
1693612800000,2023-09-02 00:00:00,YFI/USDT,5453.26,5673.22,5346.67,5453.14,388357.43,70.988475,200814.81,36.656845,2072,5470.85
1693526400000,2023-09-01 00:00:00,YFI/USDT,5513.85,5686.82,5286.98,5453.25,437183.28,80.122235,247515.65,45.382107,2081,5457.09
1693440000000,2023-08-31 00:00:00,YFI/USDT,5628.98,5738.97,5332.48,5524.54,404138.66,72.765833,188093.01,33.942503,2144,5554.49
1693353600000,2023-08-30 00:00:00,YFI/USDT,5720.98,6023.28,5544.37,5651.02,570634.39,100.557294,162654.96,28.616786,2781,5675.12
1693267200000,2023-08-29 00:00:00,YFI/USDT,5709.69,6028.58,5423.81,5719.49,450676.28,80.319678,254886.73,45.243273,2442,5612.4
1693180800000,2023-08-28 00:00:00,YFI/USDT,5819.65,5892.9,5572.26,5682.22,387839.99,67.92624,171247.13,29.987076,2219,5709.93
1693094400000,2023-08-27 00:00:00,YFI/USDT,5561.6,5844.34,5458.84,5699.55,349435.14,61.757602,233125.56,41.296473,1597,5659.25
1693008000000,2023-08-26 00:00:00,YFI/USDT,5713.43,5789.01,5472.97,5561.6,523099.41,92.76077,245713.87,43.46476,2137,5639.65
1692921600000,2023-08-25 00:00:00,YFI/USDT,5600.48,5754.06,5369.77,5716.85,319813.57,57.463394,190829.33,34.456971,1580,5566.15
1692835200000,2023-08-24 00:00:00,YFI/USDT,5782.99,6048.35,5506.98,5583.92,637673.24,110.641438,313070.34,54.305283,3017,5764.45
1692748800000,2023-08-23 00:00:00,YFI/USDT,5573.25,5834.6,5289.89,5729.21,578777.45,101.652492,292415.81,51.359255,2200,5694.62
1692662400000,2023-08-22 00:00:00,YFI/USDT,5582.36,5754.63,5005,5570.69,663645.56,118.267708,327509.46,58.362736,3022,5612.41
1692576000000,2023-08-21 00:00:00,YFI/USDT,5701.54,5866.35,5301.5,5576.31,668412.87,118.060645,337553.85,59.609514,2782,5663.18
1692489600000,2023-08-20 00:00:00,YFI/USDT,5653.83,5934.07,5560.14,5701.92,571108.35,100.608469,291234.77,51.32123,2802,5676.98
1692403200000,2023-08-19 00:00:00,YFI/USDT,5490.4,5751.08,5489.9,5648.06,703022.3,124.976601,338208.28,60.099488,2690,5625.93
1692316800000,2023-08-18 00:00:00,YFI/USDT,5409.73,5754.78,5375.87,5488.6,59968.85,10.914227,29496.04,5.368077,297,5495.19
1692230400000,2023-08-17 00:00:00,YFI/USDT,5741.05,5809.26,5134.67,5356.56,408355.49,71.888278,200226.11,35.305859,1775,5684.12
1692144000000,2023-08-16 00:00:00,YFI/USDT,5909.69,5981.18,5603.45,5738.7,590503.81,101.001879,300851.61,51.501602,2557,5848.36
1692057600000,2023-08-15 00:00:00,YFI/USDT,6258.73,6267.55,5731,5913.18,420000.83,68.531426,199348.31,32.505937,1901,6130.92
1691971200000,2023-08-14 00:00:00,YFI/USDT,6227.81,6344.39,6188.02,6260.24,420738.37,67.021017,202782.02,32.29206,1711,6277.85
1691884800000,2023-08-13 00:00:00,YFI/USDT,6313.51,6323.8,6211.07,6230.19,506973.45,80.680326,245196.58,39.027006,2428,6283.8
1691798400000,2023-08-12 00:00:00,YFI/USDT,6281.22,6311.35,6250.23,6311.17,159682.38,25.431877,80988.92,12.898309,1959,6278.84
1691712000000,2023-08-11 00:00:00,YFI/USDT,6347.45,6375.71,6256.05,6283.62,309355.67,48.899331,151330.57,23.920077,2730,6326.48
1691625600000,2023-08-10 00:00:00,YFI/USDT,6332.07,6368.38,6232.23,6347.32,457004.27,72.400376,228853.29,36.250802,3518,6312.32
1691539200000,2023-08-09 00:00:00,YFI/USDT,6428.59,6463.53,6231.79,6325.9,469747.07,74.047986,235577.64,37.124784,3581,6344.25
1691452800000,2023-08-08 00:00:00,YFI/USDT,6393.12,6479.76,6307.97,6430.59,296984.51,46.4213,145864.6,22.803407,2822,6397.85
1691366400000,2023-08-07 00:00:00,YFI/USDT,6394.32,6496.82,6272.61,6395.05,307971.11,48.007564,154920.32,24.145317,2887,6415.44
1691280000000,2023-08-06 00:00:00,YFI/USDT,6252,6462.67,6236.86,6394.71,298028.08,46.800976,147302.86,23.135796,2923,6368.38
1691193600000,2023-08-05 00:00:00,YFI/USDT,6177.22,6259,6123.3,6259,354054.17,57.251504,183756.58,29.711492,3105,6184.37
1691107200000,2023-08-04 00:00:00,YFI/USDT,6353.84,6463.4,6078.06,6164.37,215678.69,34.180041,105158.36,16.662767,2265,6311.48
1691020800000,2023-08-03 00:00:00,YFI/USDT,6433.85,6494.43,6350.01,6350.42,229058.98,35.731224,120626.59,18.816922,2034,6410.75
1690934400000,2023-08-02 00:00:00,YFI/USDT,6787.59,6838.48,6393.04,6435.35,282188.66,42.416793,143856.19,21.62913,2461,6655.09
1690848000000,2023-08-01 00:00:00,YFI/USDT,6718.72,6790.93,6572.78,6783.17,282695.19,42.384038,143688.03,21.542679,2554,6670.23
1690761600000,2023-07-31 00:00:00,YFI/USDT,6740.4,6910.69,6657.14,6717.92,271554.65,39.986555,132403.62,19.496449,2641,6791.67
1690675200000,2023-07-30 00:00:00,YFI/USDT,7011.71,7052.81,6715.72,6747.52,256912.39,36.932672,127074.63,18.261236,2640,6957.42
1690588800000,2023-07-29 00:00:00,YFI/USDT,7030.15,7092.29,6966.04,7014.96,294046.22,41.854371,155736.46,22.163319,2826,7025.6
1690502400000,2023-07-28 00:00:00,YFI/USDT,6942.59,7081.42,6935.39,7033.47,297939.55,42.517827,147576.4,21.05459,2906,7007.53
1690416000000,2023-07-27 00:00:00,YFI/USDT,6794.61,6986.02,6769.64,6944.33,264186.82,38.295396,135315.57,19.612646,2730,6898.94
1690329600000,2023-07-26 00:00:00,YFI/USDT,6543.76,6906.67,6453.78,6793.68,292707.79,44.040821,141083.82,21.206307,2705,6649.11
1690243200000,2023-07-25 00:00:00,YFI/USDT,6511.75,6558.01,6443.7,6532.46,276514.59,42.572796,138809.22,21.374121,2771,6495.21
1690156800000,2023-07-24 00:00:00,YFI/USDT,6738.88,6771.44,6467.44,6511.27,279102.09,42.201258,143097.5,21.645994,2842,6615.12
1690070400000,2023-07-23 00:00:00,YFI/USDT,6721.98,6813.47,6693.92,6740.87,289073.27,42.780501,144115.55,21.328643,2757,6757.2
1689984000000,2023-07-22 00:00:00,YFI/USDT,6861.98,6935.09,6672.71,6721.98,287651.9,42.034771,137159.64,20.038401,2728,6843.43
1689897600000,2023-07-21 00:00:00,YFI/USDT,6879.36,6914.7,6781.96,6858.91,257319.77,37.532415,126769.05,18.489321,2549,6856.01
1689811200000,2023-07-20 00:00:00,YFI/USDT,6897.98,7059.35,6812.53,6887.05,284469.22,41.043114,138215.21,19.945861,2812,6931.49
1689724800000,2023-07-19 00:00:00,YFI/USDT,6888.3,6988.6,6868.46,6896.85,279240.62,40.309482,136480.33,19.701095,2730,6927.51
1689638400000,2023-07-18 00:00:00,YFI/USDT,7020.89,7069.95,6783.82,6893.04,296461.76,42.734294,147431.96,21.253881,2708,6937.86
1689552000000,2023-07-17 00:00:00,YFI/USDT,6967.9,7168.05,6868.78,7014.74,286216.17,40.747106,139312.85,19.827401,2736,7024.82
1689465600000,2023-07-16 00:00:00,YFI/USDT,7136.06,7176.11,6938,6972.64,199191.39,28.323683,99035.22,14.081363,2655,7032.85
1689379200000,2023-07-15 00:00:00,YFI/USDT,7034.79,7148.73,6942.92,7131.52,216041.32,30.59942,102818.62,14.559643,2633,7060.74
1689292800000,2023-07-14 00:00:00,YFI/USDT,7365.72,7467.43,6782.68,7029.66,446947.64,61.696021,222492.05,30.716837,2496,7248.45
1689206400000,2023-07-13 00:00:00,YFI/USDT,6957.41,7383.99,6922.49,7378.62,583560.93,82.50744,289470.43,40.931653,2869,7074.73
1689120000000,2023-07-12 00:00:00,YFI/USDT,6962.85,7143.79,6897.71,6952.63,553218.42,79.204378,280187.61,40.11661,2826,6984.89
1689033600000,2023-07-11 00:00:00,YFI/USDT,7067.61,7097.07,6917.39,6962.99,587149.55,83.875032,284853.79,40.698088,2970,7000.56
1688947200000,2023-07-10 00:00:00,YFI/USDT,6964.76,7183.54,6824.17,7061.43,368402.56,52.702239,184247.57,26.372958,1917,6991.38
1688860800000,2023-07-09 00:00:00,YFI/USDT,7079.36,7249.36,6943.46,6964.18,566132.23,80.06518,290361.95,41.060631,2904,7071.48
1688774400000,2023-07-08 00:00:00,YFI/USDT,6952.97,7161.73,6926.52,7081.81,609905.98,86.499319,304959.74,43.248786,2881,7051.4
1688688000000,2023-07-07 00:00:00,YFI/USDT,6703.36,6954.59,6670.24,6949.6,588645.93,86.09069,291293.79,42.618571,2898,6838.03
1688601600000,2023-07-06 00:00:00,YFI/USDT,6901.14,7275.25,6694.15,6704.23,543816.16,77.97115,276423.37,39.640889,2882,6976.6
1688515200000,2023-07-05 00:00:00,YFI/USDT,7015.33,7197.28,6772.52,6920.5,572450.56,82.06795,280148.16,40.165131,2953,6976.94
1688428800000,2023-07-04 00:00:00,YFI/USDT,6956.62,7045.83,6746.71,7015.04,587204.68,85.07171,290825.41,42.125629,3000,6903
1688342400000,2023-07-03 00:00:00,YFI/USDT,7267.93,7435.62,6929.6,6966.34,579673.89,81.201512,283920.65,39.756411,2984,7140.95
1688256000000,2023-07-02 00:00:00,YFI/USDT,6657.51,7297.45,6509.4,7257.27,566528.29,83.924924,283467.16,41.996253,2883,6757.38
1688169600000,2023-07-01 00:00:00,YFI/USDT,6658.55,6716.24,6572.39,6660.09,597423.08,90.226019,293965.54,44.409455,2854,6621.55
1688083200000,2023-06-30 00:00:00,YFI/USDT,6332.96,6681.19,6275.98,6653.83,537363.36,82.371967,271606.83,41.650972,2817,6525.35
1687996800000,2023-06-29 00:00:00,YFI/USDT,6123.47,6391.65,6093.22,6332.65,561429.41,89.59535,282826.04,45.127343,2814,6267.35
1687910400000,2023-06-28 00:00:00,YFI/USDT,6449.67,6449.67,6006.78,6118.55,586887.69,93.794337,291965.8,46.643221,2806,6258.8
1687824000000,2023-06-27 00:00:00,YFI/USDT,6320.3,6523.25,6313.12,6444.47,578919.16,90.166597,292296.08,45.523795,2844,6420.71
1687737600000,2023-06-26 00:00:00,YFI/USDT,6600.94,6600.94,6243.14,6323.44,630564.75,98.052087,323259.54,50.264377,2819,6432.08
1687651200000,2023-06-25 00:00:00,YFI/USDT,6309.99,6778.1,6309.33,6603.95,568071.6,86.650107,288870.58,44.087306,2860,6557.39
1687564800000,2023-06-24 00:00:00,YFI/USDT,6447.51,6629.56,6286.37,6309.98,579667.31,89.988795,293315.96,45.544692,2826,6442.73
1687478400000,2023-06-23 00:00:00,YFI/USDT,6340.13,6509.47,6242.3,6456.28,517397.89,81.173822,258923.9,40.610367,2728,6374.45
1687392000000,2023-06-22 00:00:00,YFI/USDT,6364,6660.38,6308.26,6340.26,588108.98,90.863377,298009.43,46.04466,2935,6473.9
1687305600000,2023-06-21 00:00:00,YFI/USDT,5945.52,6439.34,5914.97,6370.52,628855.63,101.887243,320861.1,51.990482,2939,6175.03
1687219200000,2023-06-20 00:00:00,YFI/USDT,5731.31,5950.81,5628.44,5948.17,583943.57,101.804635,292451.47,50.98901,2908,5736.83
1687132800000,2023-06-19 00:00:00,YFI/USDT,5649.03,5759.11,5614.15,5738.83,603957.41,106.085123,296793.51,52.138526,3000,5693.27
1687046400000,2023-06-18 00:00:00,YFI/USDT,5762.55,5804.39,5612.75,5652.88,573306.79,100.065611,286702.39,50.043947,3118,5729.53
1686960000000,2023-06-17 00:00:00,YFI/USDT,5673.71,5872.82,5651.15,5766.32,660669.55,114.459607,330257.46,57.212542,3171,5772.41
1686873600000,2023-06-16 00:00:00,YFI/USDT,5535.58,5802.54,5454.22,5671.71,647235.76,116.155769,315689.74,56.655539,3118,5572.96
1686787200000,2023-06-15 00:00:00,YFI/USDT,5396.14,5647.15,5370.37,5541.36,620607.64,113.364103,305105.55,55.736818,3090,5475.31
1686700800000,2023-06-14 00:00:00,YFI/USDT,5599.29,5695.18,5296.46,5396.14,621335.87,111.079588,310126.26,55.450133,3091,5595.28
1686614400000,2023-06-13 00:00:00,YFI/USDT,5498.75,5723.84,5485.99,5603.02,598029.04,106.562622,314106.66,55.966417,2862,5612.22
1686528000000,2023-06-12 00:00:00,YFI/USDT,5441.89,5523.81,5281.89,5499.71,590669.61,109.314802,298519.95,55.248853,3042,5403.82
1686441600000,2023-06-11 00:00:00,YFI/USDT,5458.73,5528.8,5374.13,5438.73,600679.63,109.8879,304017.9,55.626318,3020,5466.49
1686355200000,2023-06-10 00:00:00,YFI/USDT,5919.69,5919.88,4899.77,5469.77,573202.19,106.369814,282688.22,52.417103,2987,5398.02
1686268800000,2023-06-09 00:00:00,YFI/USDT,5985.26,6013.55,5853.71,5919.47,596046.58,100.587034,290715.77,49.063528,2935,5925.84
1686182400000,2023-06-08 00:00:00,YFI/USDT,5980.85,6099,5953.48,5986.72,617040.45,102.426258,305076.01,50.637701,2963,6024.35
1686096000000,2023-06-07 00:00:00,YFI/USDT,6155.21,6164.47,5936.28,5983.78,559042.53,92.187766,278115.62,45.86494,2868,6064.96
1686009600000,2023-06-06 00:00:00,YFI/USDT,5968.17,6280.59,5937.22,6173.08,584429.53,96.339699,303306.37,50.017966,2947,6067.55
1685923200000,2023-06-05 00:00:00,YFI/USDT,6495.2,6515.02,5687.23,5966.4,571089.82,91.207326,277928.47,44.342546,2990,6270.01
1685836800000,2023-06-04 00:00:00,YFI/USDT,6526.37,6587.27,6489.43,6496.31,569522.65,87.035884,278722.29,42.594614,3015,6543.59
1685750400000,2023-06-03 00:00:00,YFI/USDT,6532.41,6562.57,6480.48,6526.32,574316.34,87.981971,282133.16,43.220363,2927,6527.69
1685664000000,2023-06-02 00:00:00,YFI/USDT,6449.37,6549.03,6387.2,6531.04,600119.05,92.260341,291921.2,44.883858,2876,6504.79
1685577600000,2023-06-01 00:00:00,YFI/USDT,6489.72,6527.95,6330.99,6451.42,608063.66,94.587325,307174.9,47.779453,2887,6428.76
1685491200000,2023-05-31 00:00:00,YFI/USDT,6620.75,6700.01,6401.22,6495.88,619760.73,95.071627,297625.2,45.673624,3022,6519.7
1685404800000,2023-05-30 00:00:00,YFI/USDT,6678.96,6717.39,6549.62,6627.57,620921.69,93.616233,312170.53,47.066844,3000,6632.8
1685318400000,2023-05-29 00:00:00,YFI/USDT,6684.48,6766.77,6635.52,6678.95,649780.35,96.920715,327372.38,48.831216,3081,6704.34
1685232000000,2023-05-28 00:00:00,YFI/USDT,6522.91,6738.83,6503.43,6677.49,631403.76,95.918924,310078.21,47.106508,3207,6582.95
1685145600000,2023-05-27 00:00:00,YFI/USDT,6408.74,6536.13,6372.77,6522.8,629612.69,97.68957,304530.77,47.250861,3210,6445.16
1685059200000,2023-05-26 00:00:00,YFI/USDT,6301.81,6460.31,6255.94,6407.21,270416.33,42.450062,138390.86,21.7315,3199,6370.71
1684972800000,2023-05-25 00:00:00,YFI/USDT,6450.71,6460.78,6276.94,6300.22,255619.16,40.407968,126016.32,19.921189,3238,6326.07
1684886400000,2023-05-24 00:00:00,YFI/USDT,6727.56,6728.24,6431.93,6450.18,245661.78,37.423482,123712.65,18.841685,3209,6565.53
1684800000000,2023-05-23 00:00:00,YFI/USDT,6646.1,6786.33,6626.53,6737.08,272368.15,40.577516,135662.79,20.211729,3193,6712.4
1684713600000,2023-05-22 00:00:00,YFI/USDT,6568.85,6676.45,6454.87,6656.55,257657.23,39.064535,127744.93,19.371074,3284,6596
1684627200000,2023-05-21 00:00:00,YFI/USDT,6683.27,6704.61,6508.58,6571.38,308200.99,46.561102,156078.02,23.583747,3865,6619.71
1684540800000,2023-05-20 00:00:00,YFI/USDT,6656.16,6685.91,6598.66,6685.91,417923.19,62.905609,210591.39,31.703262,4952,6643.71
1684454400000,2023-05-19 00:00:00,YFI/USDT,6681.79,6712.61,6600.21,6659.12,403735.08,60.57615,197105.81,29.57555,4956,6664.96
1684368000000,2023-05-18 00:00:00,YFI/USDT,6818.01,6856.46,6566.84,6686.18,426425.68,63.327041,215543.98,32.017161,5148,6734.32
