https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDP,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1668434400000,2022-11-14 14:00:00,USDP/USDT,0.9511,0.9511,0.9511,0.9511,0,0,0,0,0,0.951107699547137763
1668430800000,2022-11-14 13:00:00,USDP/USDT,0.9511,0.9511,0.9511,0.9511,0,0,0,0,0,0.951107699547137763
1668427200000,2022-11-14 12:00:00,USDP/USDT,0.9512,0.9512,0.9511,0.9511,951.1076988,1000,0,0,2,0.951107699547137763
1668423600000,2022-11-14 11:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668420000000,2022-11-14 10:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668416400000,2022-11-14 09:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668412800000,2022-11-14 08:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668409200000,2022-11-14 07:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668405600000,2022-11-14 06:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668402000000,2022-11-14 05:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668398400000,2022-11-14 04:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668394800000,2022-11-14 03:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668391200000,2022-11-14 02:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668387600000,2022-11-14 01:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668384000000,2022-11-14 00:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668380400000,2022-11-13 23:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668376800000,2022-11-13 22:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668373200000,2022-11-13 21:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668369600000,2022-11-13 20:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668366000000,2022-11-13 19:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668362400000,2022-11-13 18:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668358800000,2022-11-13 17:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668355200000,2022-11-13 16:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668351600000,2022-11-13 15:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668348000000,2022-11-13 14:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668344400000,2022-11-13 13:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668340800000,2022-11-13 12:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668337200000,2022-11-13 11:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668333600000,2022-11-13 10:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668330000000,2022-11-13 09:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668326400000,2022-11-13 08:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668322800000,2022-11-13 07:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668319200000,2022-11-13 06:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668315600000,2022-11-13 05:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668312000000,2022-11-13 04:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668308400000,2022-11-13 03:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668304800000,2022-11-13 02:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668301200000,2022-11-13 01:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668297600000,2022-11-13 00:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668294000000,2022-11-12 23:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668290400000,2022-11-12 22:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668286800000,2022-11-12 21:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668283200000,2022-11-12 20:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668279600000,2022-11-12 19:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.004605315170245004
1668276000000,2022-11-12 18:00:00,USDP/USDT,0.9856,1.02,0.9856,1.02,3.60548376,3.59,3.60548376,3.59,3,1.004605315170245004
1668272400000,2022-11-12 17:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668268800000,2022-11-12 16:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668265200000,2022-11-12 15:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668261600000,2022-11-12 14:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668258000000,2022-11-12 13:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668254400000,2022-11-12 12:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668250800000,2022-11-12 11:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668247200000,2022-11-12 10:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668243600000,2022-11-12 09:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668240000000,2022-11-12 08:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668236400000,2022-11-12 07:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668232800000,2022-11-12 06:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668229200000,2022-11-12 05:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668225600000,2022-11-12 04:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668222000000,2022-11-12 03:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668218400000,2022-11-12 02:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668214800000,2022-11-12 01:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668211200000,2022-11-12 00:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668207600000,2022-11-11 23:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668204000000,2022-11-11 22:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668200400000,2022-11-11 21:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668196800000,2022-11-11 20:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668193200000,2022-11-11 19:00:00,USDP/USDT,0.9604,0.9604,0.9604,0.9604,0,0,0,0,0,0.986979175331075904
1668189600000,2022-11-11 18:00:00,USDP/USDT,1.02,1.02,0.9604,0.9604,2.51592456,2.5514,1.122,1.1,2,0.986979175331075904
1668186000000,2022-11-11 17:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668182400000,2022-11-11 16:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668178800000,2022-11-11 15:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668175200000,2022-11-11 14:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668171600000,2022-11-11 13:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668168000000,2022-11-11 12:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668164400000,2022-11-11 11:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668160800000,2022-11-11 10:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668157200000,2022-11-11 09:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668153600000,2022-11-11 08:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668150000000,2022-11-11 07:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668146400000,2022-11-11 06:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668142800000,2022-11-11 05:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668139200000,2022-11-11 04:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668135600000,2022-11-11 03:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668132000000,2022-11-11 02:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668128400000,2022-11-11 01:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668124800000,2022-11-11 00:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668121200000,2022-11-10 23:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668117600000,2022-11-10 22:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668114000000,2022-11-10 21:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668110400000,2022-11-10 20:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668106800000,2022-11-10 19:00:00,USDP/USDT,1.02,1.02,1.02,1.02,0,0,0,0,0,1.019989008013637261
1668103200000,2022-11-10 18:00:00,USDP/USDT,1.0199,1.02,1.0199,1.02,49.70998025,48.7358,49.70998025,48.7358,2,1.019989008013637261
1668099600000,2022-11-10 17:00:00,USDP/USDT,0.9512,0.9512,0.9512,0.9512,0,0,0,0,0,0.965068420735796329
1668096000000,2022-11-10 16:00:00,USDP/USDT,1.0098,1.0098,0.9512,0.9512,6.67589196,6.922,1.57993308,1.5646,2,0.965068420735796329
1668092400000,2022-11-10 15:00:00,USDP/USDT,0.9924,0.9924,0.9924,0.9924,3.77231088,3.8012,3.77231088,3.8012,1,0.9924
1668088800000,2022-11-10 14:00:00,USDP/USDT,1.01,1.01,1.01,1.01,0,0,0,0,0,0.996933440278104639
1668085200000,2022-11-10 13:00:00,USDP/USDT,1.01,1.01,1.01,1.01,0,0,0,0,0,0.996933440278104639
1668081600000,2022-11-10 12:00:00,USDP/USDT,0.9949,1.01,0.9754,1.01,3656.82249703,3668.087,3656.82249703,3668.087,10,0.996933440278104639
1668078000000,2022-11-10 11:00:00,USDP/USDT,0.9949,0.9949,0.9949,0.9949,16.9133,17,16.9133,17,1,0.9949
1668074400000,2022-11-10 10:00:00,USDP/USDT,0.9949,0.9949,0.9949,0.9949,0,0,0,0,0,0.99487885767591386
1668070800000,2022-11-10 09:00:00,USDP/USDT,0.9948,0.9949,0.9948,0.9949,4.97439428,5,4.97439428,5,2,0.99487885767591386
1668067200000,2022-11-10 08:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.980884312224349898
1668063600000,2022-11-10 07:00:00,USDP/USDT,0.9732,0.9948,0.9732,0.9948,4.90387992,5,4.90387992,5,2,0.980884312224349898
1668060000000,2022-11-10 06:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.993787991615103339
1668056400000,2022-11-10 05:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.993787991615103339
1668052800000,2022-11-10 04:00:00,USDP/USDT,0.9732,0.9948,0.9732,0.9948,32.37890352,32.582,32.37890352,32.582,3,0.993787991615103339
1668049200000,2022-11-10 03:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668045600000,2022-11-10 02:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668042000000,2022-11-10 01:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668038400000,2022-11-10 00:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668034800000,2022-11-09 23:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668031200000,2022-11-09 22:00:00,USDP/USDT,0.9948,0.9948,0.9948,0.9948,0,0,0,0,0,0.954005996092796021
1668027600000,2022-11-09 21:00:00,USDP/USDT,0.9512,0.9948,0.9511,0.9948,589.84232538,618.3569,39.20467008,39.4096,3,0.954005996092796021
1668024000000,2022-11-09 20:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0.9811
1668020400000,2022-11-09 19:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0.9811
1668016800000,2022-11-09 18:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0.9811
1668013200000,2022-11-09 17:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0.9811
1668009600000,2022-11-09 16:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,0,0,0,0,0,0.9811
1668006000000,2022-11-09 15:00:00,USDP/USDT,0.9811,0.9811,0.9811,0.9811,2.62561982,2.6762,0,0,1,0.9811
1668002400000,2022-11-09 14:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667998800000,2022-11-09 13:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667995200000,2022-11-09 12:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667991600000,2022-11-09 11:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667988000000,2022-11-09 10:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667984400000,2022-11-09 09:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667980800000,2022-11-09 08:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667977200000,2022-11-09 07:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667973600000,2022-11-09 06:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667970000000,2022-11-09 05:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667966400000,2022-11-09 04:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667962800000,2022-11-09 03:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667959200000,2022-11-09 02:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667955600000,2022-11-09 01:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667952000000,2022-11-09 00:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667948400000,2022-11-08 23:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667944800000,2022-11-08 22:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667941200000,2022-11-08 21:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667937600000,2022-11-08 20:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667934000000,2022-11-08 19:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.9959
1667930400000,2022-11-08 18:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,10.97969791,11.0249,10.97969791,11.0249,1,0.9959
1667926800000,2022-11-08 17:00:00,USDP/USDT,0.99,0.99,0.99,0.99,0,0,0,0,0,0.990045291889701463
1667923200000,2022-11-08 16:00:00,USDP/USDT,0.99,0.99,0.99,0.99,0,0,0,0,0,0.990045291889701463
1667919600000,2022-11-08 15:00:00,USDP/USDT,0.99,0.99,0.99,0.99,0,0,0,0,0,0.990045291889701463
1667916000000,2022-11-08 14:00:00,USDP/USDT,0.9901,0.9901,0.99,0.99,159.16532398,160.7657,0,0,4,0.990045291889701463
1667912400000,2022-11-08 13:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667908800000,2022-11-08 12:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667905200000,2022-11-08 11:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667901600000,2022-11-08 10:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667898000000,2022-11-08 09:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667894400000,2022-11-08 08:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667890800000,2022-11-08 07:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667887200000,2022-11-08 06:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667883600000,2022-11-08 05:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667880000000,2022-11-08 04:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667876400000,2022-11-08 03:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667872800000,2022-11-08 02:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667869200000,2022-11-08 01:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667865600000,2022-11-08 00:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667862000000,2022-11-07 23:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667858400000,2022-11-07 22:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667854800000,2022-11-07 21:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667851200000,2022-11-07 20:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667847600000,2022-11-07 19:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667844000000,2022-11-07 18:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667840400000,2022-11-07 17:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667836800000,2022-11-07 16:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667833200000,2022-11-07 15:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667829600000,2022-11-07 14:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667826000000,2022-11-07 13:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667822400000,2022-11-07 12:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667818800000,2022-11-07 11:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667815200000,2022-11-07 10:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667811600000,2022-11-07 09:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,0,0,0,0,0,0.9897
1667808000000,2022-11-07 08:00:00,USDP/USDT,0.9897,0.9897,0.9897,0.9897,1.54274436,1.5588,1.54274436,1.5588,1,0.9897
1667804400000,2022-11-07 07:00:00,USDP/USDT,0.9908,0.9909,0.9897,0.9897,1573.42830072,1587.8872,1573.42830072,1587.8872,5,0.9908942547458185
1667800800000,2022-11-07 06:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667797200000,2022-11-07 05:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667793600000,2022-11-07 04:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667790000000,2022-11-07 03:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667786400000,2022-11-07 02:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667782800000,2022-11-07 01:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667779200000,2022-11-07 00:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667775600000,2022-11-06 23:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667772000000,2022-11-06 22:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667768400000,2022-11-06 21:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667764800000,2022-11-06 20:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667761200000,2022-11-06 19:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667757600000,2022-11-06 18:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667754000000,2022-11-06 17:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667750400000,2022-11-06 16:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667746800000,2022-11-06 15:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667743200000,2022-11-06 14:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667739600000,2022-11-06 13:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667736000000,2022-11-06 12:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667732400000,2022-11-06 11:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667728800000,2022-11-06 10:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667725200000,2022-11-06 09:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667721600000,2022-11-06 08:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667718000000,2022-11-06 07:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667714400000,2022-11-06 06:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667710800000,2022-11-06 05:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667707200000,2022-11-06 04:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667703600000,2022-11-06 03:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667700000000,2022-11-06 02:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667696400000,2022-11-06 01:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667692800000,2022-11-06 00:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667689200000,2022-11-05 23:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667685600000,2022-11-05 22:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667682000000,2022-11-05 21:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667678400000,2022-11-05 20:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667674800000,2022-11-05 19:00:00,USDP/USDT,0.9959,0.9959,0.9959,0.9959,0,0,0,0,0,0.990067235469508983
1667671200000,2022-11-05 18:00:00,USDP/USDT,0.9894,0.9959,0.9894,0.9959,1.98012665,2,1.98012665,2,2,0.990067235469508983
1667667600000,2022-11-05 17:00:00,USDP/USDT,0.9828,0.9828,0.9828,0.9828,0,0,0,0,0,0.9828
1667664000000,2022-11-05 16:00:00,USDP/USDT,0.9828,0.9828,0.9828,0.9828,0,0,0,0,0,0.9828
