https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ACM,Volume USDD,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1714366800000,2024-04-29 05:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714363200000,2024-04-29 04:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714359600000,2024-04-29 03:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714356000000,2024-04-29 02:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714352400000,2024-04-29 01:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714348800000,2024-04-29 00:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714345200000,2024-04-28 23:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714341600000,2024-04-28 22:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714338000000,2024-04-28 21:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714334400000,2024-04-28 20:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714330800000,2024-04-28 19:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714327200000,2024-04-28 18:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714323600000,2024-04-28 17:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714320000000,2024-04-28 16:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714316400000,2024-04-28 15:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714312800000,2024-04-28 14:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714309200000,2024-04-28 13:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714305600000,2024-04-28 12:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714302000000,2024-04-28 11:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714298400000,2024-04-28 10:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714294800000,2024-04-28 09:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714291200000,2024-04-28 08:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714287600000,2024-04-28 07:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714284000000,2024-04-28 06:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714280400000,2024-04-28 05:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714276800000,2024-04-28 04:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714273200000,2024-04-28 03:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714269600000,2024-04-28 02:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714266000000,2024-04-28 01:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714262400000,2024-04-28 00:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714258800000,2024-04-27 23:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714255200000,2024-04-27 22:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714251600000,2024-04-27 21:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714248000000,2024-04-27 20:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714244400000,2024-04-27 19:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714240800000,2024-04-27 18:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714237200000,2024-04-27 17:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714233600000,2024-04-27 16:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714230000000,2024-04-27 15:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714226400000,2024-04-27 14:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714222800000,2024-04-27 13:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714219200000,2024-04-27 12:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714215600000,2024-04-27 11:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714212000000,2024-04-27 10:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714208400000,2024-04-27 09:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714204800000,2024-04-27 08:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714201200000,2024-04-27 07:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714197600000,2024-04-27 06:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714194000000,2024-04-27 05:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714190400000,2024-04-27 04:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714186800000,2024-04-27 03:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714183200000,2024-04-27 02:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714179600000,2024-04-27 01:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714176000000,2024-04-27 00:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714172400000,2024-04-26 23:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714168800000,2024-04-26 22:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714165200000,2024-04-26 21:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714161600000,2024-04-26 20:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714158000000,2024-04-26 19:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714154400000,2024-04-26 18:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714150800000,2024-04-26 17:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714147200000,2024-04-26 16:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714143600000,2024-04-26 15:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714140000000,2024-04-26 14:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714136400000,2024-04-26 13:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714132800000,2024-04-26 12:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714129200000,2024-04-26 11:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714125600000,2024-04-26 10:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714122000000,2024-04-26 09:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714118400000,2024-04-26 08:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714114800000,2024-04-26 07:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714111200000,2024-04-26 06:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714107600000,2024-04-26 05:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714104000000,2024-04-26 04:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714100400000,2024-04-26 03:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714096800000,2024-04-26 02:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714093200000,2024-04-26 01:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714089600000,2024-04-26 00:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714086000000,2024-04-25 23:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714082400000,2024-04-25 22:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714078800000,2024-04-25 21:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714075200000,2024-04-25 20:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714071600000,2024-04-25 19:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714068000000,2024-04-25 18:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714064400000,2024-04-25 17:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714060800000,2024-04-25 16:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714057200000,2024-04-25 15:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714053600000,2024-04-25 14:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
1714050000000,2024-04-25 13:00:00,ACM/USDD,4,4,4,4,0,0,0,0,0,3.9462
