https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADA,Volume USDT,buyTakerAmount,buyTakerQuantity,tradeCount,weightedAverage
1722517200000,2024-08-01 13:00:00,ADA/USDT,0.39482,0.3956,0.39083,0.39218,948342.9361,2414170.1371,498092.4834,1267919.0822,23247,0.39282
1722513600000,2024-08-01 12:00:00,ADA/USDT,0.39179,0.39596,0.39115,0.39486,1077506.9837,2733526.131,564874.606,1433017.3085,24192,0.39418
1722510000000,2024-08-01 11:00:00,ADA/USDT,0.3891,0.39194,0.38794,0.39181,909711.0086,2334370.7318,470338.9605,1206922.2218,23248,0.3897
1722506400000,2024-08-01 10:00:00,ADA/USDT,0.38622,0.38932,0.38539,0.38818,1047325.7695,2703188.1719,542870.3704,1401190.4918,23658,0.38744
1722502800000,2024-08-01 09:00:00,ADA/USDT,0.38693,0.38815,0.38577,0.38628,886142.0501,2291114.9912,470491.1507,1216459.3052,24159,0.38677
1722499200000,2024-08-01 08:00:00,ADA/USDT,0.38589,0.38718,0.38482,0.38697,953340.1399,2466530.9278,502615.1524,1300400.0994,24593,0.38651
1722495600000,2024-08-01 07:00:00,ADA/USDT,0.38432,0.38681,0.38402,0.3854,960070.5711,2488064.9116,507255.9964,1314565.6589,25443,0.38587
1722492000000,2024-08-01 06:00:00,ADA/USDT,0.38609,0.38665,0.38432,0.38436,943849.5532,2448456.3212,502327.1684,1303084.7301,25379,0.38548
1722488400000,2024-08-01 05:00:00,ADA/USDT,0.38177,0.3864,0.38006,0.38607,1072983.0356,2795176.8453,567845.0222,1479266.9314,25239,0.38387
1722484800000,2024-08-01 04:00:00,ADA/USDT,0.38758,0.38889,0.38169,0.38173,933105.2392,2419692.1402,493731.2732,1280328.7577,23775,0.38564
1722481200000,2024-08-01 03:00:00,ADA/USDT,0.38741,0.38874,0.3858,0.38759,875572.9268,2259343.1189,464079.401,1197517.0091,25406,0.38753
1722477600000,2024-08-01 02:00:00,ADA/USDT,0.38868,0.3893,0.38585,0.38762,1035407.7872,2672695.7215,540882.551,1396175.5303,25631,0.3874
1722474000000,2024-08-01 01:00:00,ADA/USDT,0.39088,0.39127,0.38631,0.38869,1096913.1291,2820323.118,576768.7732,1483008.3672,25373,0.38893
1722470400000,2024-08-01 00:00:00,ADA/USDT,0.38898,0.39213,0.38884,0.39106,1054909.9864,2701643.2112,550740.2873,1410427.9299,24850,0.39047
1722466800000,2024-07-31 23:00:00,ADA/USDT,0.39069,0.39096,0.38847,0.38908,929252.9758,2384815.3204,484652.7015,1243798.2196,24508,0.38965
1722463200000,2024-07-31 22:00:00,ADA/USDT,0.39081,0.3916,0.38748,0.39081,846674.544,2170778.9458,456339.6138,1170052.694,23828,0.39003
1722459600000,2024-07-31 21:00:00,ADA/USDT,0.38991,0.39274,0.38784,0.39101,691910.0357,1773365.6281,357246.3178,915619.1933,23428,0.39017
1722456000000,2024-07-31 20:00:00,ADA/USDT,0.3949,0.39558,0.38895,0.3901,847911.2384,2162392.7819,444216.1812,1132931.9902,21309,0.39212
1722452400000,2024-07-31 19:00:00,ADA/USDT,0.40369,0.40481,0.39276,0.39525,923805.2792,2314978.6863,477341.2321,1196293.1648,20322,0.39907
1722448800000,2024-07-31 18:00:00,ADA/USDT,0.40339,0.40456,0.39946,0.4031,860657.1543,2140675.1568,445655.1063,1108394.4192,19701,0.40205
1722445200000,2024-07-31 17:00:00,ADA/USDT,0.40159,0.40546,0.40103,0.40348,818166.0308,2029127.2802,420652.3488,1043282.9666,19580,0.40321
1722441600000,2024-07-31 16:00:00,ADA/USDT,0.40254,0.4051,0.40115,0.40205,808186.1866,2005124.6961,418536.1279,1038363.0756,18671,0.40306
1722438000000,2024-07-31 15:00:00,ADA/USDT,0.40371,0.40477,0.40221,0.40242,675844.2709,1675300.2067,353652.8538,876655.1822,18654,0.40341
1722434400000,2024-07-31 14:00:00,ADA/USDT,0.40339,0.40425,0.40066,0.40396,832643.4185,2068558.9318,426378.7607,1059266.4544,19247,0.40252
1722430800000,2024-07-31 13:00:00,ADA/USDT,0.40384,0.40719,0.40318,0.40322,754186.21,1862405.1794,381194.1722,941356.3262,20024,0.40495
1722427200000,2024-07-31 12:00:00,ADA/USDT,0.40356,0.40571,0.40296,0.40386,917923.0859,2268940.8954,467165.2048,1154757.2984,20598,0.40456
1722423600000,2024-07-31 11:00:00,ADA/USDT,0.40002,0.40357,0.39977,0.40356,830375.1241,2067491.1062,424939.8671,1058040.0365,21201,0.40163
1722420000000,2024-07-31 10:00:00,ADA/USDT,0.40147,0.40177,0.39937,0.40008,785195.101,1959201.9049,410162.3001,1023428.6608,20713,0.40077
1722416400000,2024-07-31 09:00:00,ADA/USDT,0.40059,0.40238,0.40026,0.4015,896605.9406,2234280.6299,459779.8253,1145763.8326,21879,0.40129
1722412800000,2024-07-31 08:00:00,ADA/USDT,0.40173,0.40215,0.40005,0.40017,818244.076,2039417.9544,426225.2369,1062326.8383,22083,0.40121
1722409200000,2024-07-31 07:00:00,ADA/USDT,0.40321,0.40381,0.40165,0.40182,777038.8738,1929083.6456,405763.587,1007358.4525,22114,0.4028
1722405600000,2024-07-31 06:00:00,ADA/USDT,0.40505,0.40663,0.40263,0.40327,876118.8808,2167655.9643,456769.6676,1130065.2725,20893,0.40418
1722402000000,2024-07-31 05:00:00,ADA/USDT,0.40238,0.40708,0.39931,0.40556,805785.3452,2004427.4703,414335.6933,1030751.2222,20292,0.40201
1722398400000,2024-07-31 04:00:00,ADA/USDT,0.4065,0.40671,0.40157,0.40261,659656.9344,1630453.1624,344276.9627,850936.5192,18057,0.40459
1722394800000,2024-07-31 03:00:00,ADA/USDT,0.40495,0.40783,0.40482,0.40631,859084.7243,2115385.5948,447907.5469,1102886.9508,20230,0.40611
1722391200000,2024-07-31 02:00:00,ADA/USDT,0.40556,0.40789,0.40395,0.40496,717534.0757,1769645.3987,371833.966,917046.5545,20554,0.40546
1722387600000,2024-07-31 01:00:00,ADA/USDT,0.40315,0.40599,0.40234,0.40557,836701.3746,2069746.2786,436152.5377,1078941.0983,20995,0.40425
1722384000000,2024-07-31 00:00:00,ADA/USDT,0.4015,0.40401,0.40016,0.40335,1028129.7837,2561023.7216,527859.3509,1314860.7088,21738,0.40145
1722380400000,2024-07-30 23:00:00,ADA/USDT,0.40295,0.40306,0.40044,0.40148,907546.9937,2259122.343,466608.2624,1161511.6733,23635,0.40172
1722376800000,2024-07-30 22:00:00,ADA/USDT,0.40118,0.40301,0.4002,0.40299,1022334.9858,2544871.631,529988.9432,1319292.0784,24472,0.40172
1722373200000,2024-07-30 21:00:00,ADA/USDT,0.40054,0.4015,0.39715,0.40102,743007.2029,1858940.2028,400068.8204,1000943.0836,24181,0.39969
1722369600000,2024-07-30 20:00:00,ADA/USDT,0.39983,0.40148,0.39494,0.40069,848712.079,2125517.411,438050.4416,1097048.9301,22046,0.3993
1722366000000,2024-07-30 19:00:00,ADA/USDT,0.3999,0.40023,0.39549,0.39976,847079.9278,2127709.9771,437847.2117,1099781.5781,19525,0.39812
1722362400000,2024-07-30 18:00:00,ADA/USDT,0.40043,0.40122,0.39851,0.40016,748294.6473,1870301.5924,385138.2539,962631.535,18792,0.40009
1722358800000,2024-07-30 17:00:00,ADA/USDT,0.40462,0.4047,0.39954,0.40041,818836.5378,2035964.6189,426496.6942,1060462.4524,17826,0.40218
1722355200000,2024-07-30 16:00:00,ADA/USDT,0.40225,0.40624,0.40137,0.40468,771996.4707,1910125.2494,398903.181,986929.226,20111,0.40416
1722351600000,2024-07-30 15:00:00,ADA/USDT,0.40028,0.4034,0.39886,0.4023,712350.9448,1774117.0532,364702.5491,908253.4078,20510,0.40152
1722348000000,2024-07-30 14:00:00,ADA/USDT,0.40144,0.4026,0.39956,0.40031,871347.3252,2171115.5072,453232.4148,1129323.2291,20784,0.40133
1722344400000,2024-07-30 13:00:00,ADA/USDT,0.40497,0.40603,0.40112,0.40156,760794.8354,1884048.4895,386630.1645,957415.1585,20641,0.40381
1722340800000,2024-07-30 12:00:00,ADA/USDT,0.4038,0.40628,0.40134,0.40511,881122.5367,2176938.1046,455292.1112,1124855.5315,20544,0.40475
1722337200000,2024-07-30 11:00:00,ADA/USDT,0.40251,0.40559,0.40147,0.40384,722970.4193,1792246.7929,378063.882,937184.3485,20211,0.40339
1722333600000,2024-07-30 10:00:00,ADA/USDT,0.40088,0.40437,0.4003,0.40253,859841.4898,2138294.998,439518.4501,1093033.8417,19451,0.40211
1722330000000,2024-07-30 09:00:00,ADA/USDT,0.40163,0.40292,0.40059,0.40108,771931.9047,1921665.693,388590.0413,967355.242,18002,0.40169
1722326400000,2024-07-30 08:00:00,ADA/USDT,0.40251,0.40393,0.40138,0.40178,680966.6572,1690828.0213,348009.2518,864111.7211,17580,0.40274
1722322800000,2024-07-30 07:00:00,ADA/USDT,0.40315,0.40546,0.40265,0.40361,719444.6221,1782502.7571,365399.0691,905338.1335,16847,0.40361
1722319200000,2024-07-30 06:00:00,ADA/USDT,0.40208,0.40417,0.40184,0.40324,640493.3192,1589475.6476,331703.7396,823144.7693,17281,0.40295
1722315600000,2024-07-30 05:00:00,ADA/USDT,0.40441,0.40478,0.40144,0.40218,736126.2079,1828464.2505,372942.5694,926354.0815,17252,0.40259
1722312000000,2024-07-30 04:00:00,ADA/USDT,0.404,0.40441,0.40279,0.4044,648479.64,1606800.5721,333695.4496,826842.3617,17729,0.40358
1722308400000,2024-07-30 03:00:00,ADA/USDT,0.40257,0.40448,0.40223,0.40417,557268.7769,1380152.8146,283192.5014,701357.2967,17751,0.40377
1722304800000,2024-07-30 02:00:00,ADA/USDT,0.40223,0.40413,0.39992,0.40264,782327.3734,1945425.1109,399609.1315,993685.2042,19349,0.40213
1722301200000,2024-07-30 01:00:00,ADA/USDT,0.40491,0.4073,0.40096,0.40219,711585.371,1760371.169,368284.1705,911091.3674,20246,0.40423
1722297600000,2024-07-30 00:00:00,ADA/USDT,0.40293,0.40491,0.39932,0.40477,1002633.9723,2487309.2619,511626.6369,1269226.792,21883,0.4031
1722294000000,2024-07-29 23:00:00,ADA/USDT,0.40565,0.40615,0.40282,0.40304,998107.7642,2468656.5916,513151.7401,1269226.5815,23569,0.40431
1722290400000,2024-07-29 22:00:00,ADA/USDT,0.40733,0.40981,0.40498,0.40567,909596.9182,2237640.7445,469585.468,1155194.28,25009,0.40649
1722286800000,2024-07-29 21:00:00,ADA/USDT,0.40773,0.40786,0.40514,0.40723,1019446.6981,2509965.8417,530581.0351,1306349.0113,27126,0.40616
1722283200000,2024-07-29 20:00:00,ADA/USDT,0.40772,0.40965,0.40624,0.40782,1137302.4305,2790736.7254,597597.1826,1466392.7656,28440,0.40752
1722279600000,2024-07-29 19:00:00,ADA/USDT,0.41143,0.41199,0.40703,0.4077,986150.2776,2410204.724,509970.4692,1246445.9434,29805,0.40915
1722276000000,2024-07-29 18:00:00,ADA/USDT,0.41126,0.4124,0.40921,0.41147,1173311.2934,2856406.5732,598680.0136,1457456.218,32173,0.41076
1722272400000,2024-07-29 17:00:00,ADA/USDT,0.40731,0.41401,0.40599,0.41111,1298305.1006,3159124.3743,674327.7522,1640844.3349,32046,0.41097
1722268800000,2024-07-29 16:00:00,ADA/USDT,0.4093,0.41007,0.40503,0.40742,1105931.811,2712285.1387,573550.1544,1406686.8085,29574,0.40775
1722265200000,2024-07-29 15:00:00,ADA/USDT,0.40991,0.41092,0.4058,0.40948,1290335.5137,3161774.4255,677841.3504,1660888.1442,28777,0.4081
1722261600000,2024-07-29 14:00:00,ADA/USDT,0.41546,0.41563,0.40955,0.41053,1259077.1124,3049513.6771,654881.5805,1586165.047,28360,0.41288
1722258000000,2024-07-29 13:00:00,ADA/USDT,0.41868,0.41938,0.41566,0.41566,1038638.358,2486474.6028,536956.4739,1285451.4757,25425,0.41771
1722254400000,2024-07-29 12:00:00,ADA/USDT,0.41836,0.4194,0.41694,0.41875,1142184.7505,2731587.7293,582070.9163,1392031.3418,25083,0.41814
1722250800000,2024-07-29 11:00:00,ADA/USDT,0.4189,0.42032,0.41803,0.41816,977796.5253,2332292.771,504497.33,1203393.8669,24922,0.41924
1722247200000,2024-07-29 10:00:00,ADA/USDT,0.42029,0.42051,0.41816,0.41907,901634.806,2150235.6673,462205.2989,1102256.7424,24018,0.41931
1722243600000,2024-07-29 09:00:00,ADA/USDT,0.42034,0.42176,0.41919,0.4203,910481.2391,2165832.3878,471226.7039,1120943.3455,24124,0.42038
1722240000000,2024-07-29 08:00:00,ADA/USDT,0.42245,0.42371,0.41981,0.42038,993043.3211,2353616.5055,503341.6914,1193005.881,23876,0.42192
1722236400000,2024-07-29 07:00:00,ADA/USDT,0.42207,0.42311,0.42042,0.42254,882128.5417,2091040.2309,454911.6449,1078327.8317,22770,0.42186
1722232800000,2024-07-29 06:00:00,ADA/USDT,0.42436,0.42557,0.42206,0.42214,815024.7015,1923398.8536,421699.8182,995175.3994,19995,0.42374
1722229200000,2024-07-29 05:00:00,ADA/USDT,0.42148,0.42475,0.42055,0.42475,712562.5001,1686777.2417,368527.6779,872354.2157,19168,0.42244
1722225600000,2024-07-29 04:00:00,ADA/USDT,0.42268,0.4251,0.42037,0.42124,660069.923,1561178.13,338282.2441,800071.1185,18761,0.4228
1722222000000,2024-07-29 03:00:00,ADA/USDT,0.42354,0.42655,0.42175,0.42267,675458.4221,1590702.0975,349575.9974,823311.5539,15896,0.42463
1722218400000,2024-07-29 02:00:00,ADA/USDT,0.41214,0.42402,0.41146,0.42329,381219.9883,911642.4047,203174.6257,485890.9291,8982,0.41819
1722214800000,2024-07-29 01:00:00,ADA/USDT,0.41292,0.41548,0.41188,0.41201,251506.1999,608265.35,122646.2952,296632.3944,6000,0.41348
1722211200000,2024-07-29 00:00:00,ADA/USDT,0.40728,0.41393,0.40675,0.41274,144235.3792,350377.7885,77525.1203,188327.9731,2946,0.41166
1722207600000,2024-07-28 23:00:00,ADA/USDT,0.40611,0.40764,0.40578,0.40713,74535.8944,183174.8444,38776.8598,95303.7302,2009,0.40691
1722204000000,2024-07-28 22:00:00,ADA/USDT,0.40675,0.40751,0.40485,0.40617,78713.4589,193775.3335,39326.8088,96812.1363,1907,0.40621
1722200400000,2024-07-28 21:00:00,ADA/USDT,0.40773,0.40825,0.40544,0.407,50451.3946,123978.6508,27000.6398,66351.8487,1909,0.40693
1722196800000,2024-07-28 20:00:00,ADA/USDT,0.41045,0.41076,0.4075,0.40775,240418.828,588128.9932,123287.998,301602.2257,7528,0.40878
1722193200000,2024-07-28 19:00:00,ADA/USDT,0.41029,0.41148,0.40939,0.41044,383714.7896,934358.5394,200002.9018,487017.7451,11056,0.41067
1722189600000,2024-07-28 18:00:00,ADA/USDT,0.40982,0.41195,0.40896,0.41033,568520.8734,1385191.9839,289876.3263,706273.9184,12907,0.41042
1722186000000,2024-07-28 17:00:00,ADA/USDT,0.40852,0.4099,0.4074,0.40981,540362.0652,1322574.5373,277588.0533,679429.9532,13515,0.40856
1722182400000,2024-07-28 16:00:00,ADA/USDT,0.40771,0.40941,0.40741,0.4086,496175.679,1214982.8308,252000.8716,617081.3669,14095,0.40838
1722178800000,2024-07-28 15:00:00,ADA/USDT,0.40728,0.40892,0.40656,0.40755,652082.3788,1598858.8857,335570.4654,822791.7312,15284,0.40784
1722175200000,2024-07-28 14:00:00,ADA/USDT,0.41139,0.41159,0.40661,0.40731,685497.0111,1678209.4977,359773.3938,880758.0819,16541,0.40847
1722171600000,2024-07-28 13:00:00,ADA/USDT,0.4116,0.41223,0.41043,0.41134,714135.2384,1735871.2782,363989.6323,884774.5339,18964,0.41139
1722168000000,2024-07-28 12:00:00,ADA/USDT,0.41126,0.41277,0.4102,0.41152,833787.6111,2026904.298,426759.2199,1037440.6256,20230,0.41136
1722164400000,2024-07-28 11:00:00,ADA/USDT,0.41133,0.41324,0.41094,0.4112,797035.3374,1933472.0613,417672.4876,1013188.3226,20837,0.41223
1722160800000,2024-07-28 10:00:00,ADA/USDT,0.41103,0.41265,0.41026,0.41142,888850.1269,2159863.0879,465417.8927,1130971.8146,21846,0.41153
1722157200000,2024-07-28 09:00:00,ADA/USDT,0.41014,0.41195,0.41011,0.41118,898985.5395,2187664.3336,469729.7537,1143080.0808,21907,0.41093
1722153600000,2024-07-28 08:00:00,ADA/USDT,0.41161,0.41219,0.40894,0.41018,885378.0103,2156932.663,459293.6823,1118902.767,22415,0.41048
1722150000000,2024-07-28 07:00:00,ADA/USDT,0.41181,0.4125,0.41012,0.41157,938456.7461,2282351.9481,491386.2746,1195048.5675,23863,0.41118
1722146400000,2024-07-28 06:00:00,ADA/USDT,0.4121,0.41326,0.41122,0.41186,830098.4066,2013503.6189,438382.1632,1063348.9306,24962,0.41226
1722142800000,2024-07-28 05:00:00,ADA/USDT,0.41164,0.41343,0.40864,0.41218,1101610.9801,2679433.3165,577188.0478,1403953.7975,25241,0.41113
1722139200000,2024-07-28 04:00:00,ADA/USDT,0.41493,0.41563,0.41152,0.41152,1073290.776,2592810.0347,558390.624,1348951.904,26276,0.41395
1722135600000,2024-07-28 03:00:00,ADA/USDT,0.41787,0.41808,0.41469,0.41494,1101474.66,2645217.7792,588903.6149,1414248.1823,27892,0.4164
1722132000000,2024-07-28 02:00:00,ADA/USDT,0.41906,0.4198,0.41691,0.41789,1092965.1247,2612486.201,573482.0525,1370792.0887,29671,0.41836
1722128400000,2024-07-28 01:00:00,ADA/USDT,0.41763,0.42063,0.41734,0.41911,1064325.2672,2539407.3099,544240.8532,1298540.5155,31382,0.41912
1722124800000,2024-07-28 00:00:00,ADA/USDT,0.41765,0.41942,0.41339,0.41766,1412030.7645,3392715.9247,746871.9965,1794541.806,32019,0.41619
1722121200000,2024-07-27 23:00:00,ADA/USDT,0.42018,0.42054,0.41709,0.41772,1130642.7924,2698490.5956,597214.8065,1425347.7836,32900,0.41899
1722117600000,2024-07-27 22:00:00,ADA/USDT,0.42223,0.42244,0.41841,0.42024,1096423.3579,2608255.9624,569401.404,1354523.9106,35071,0.42036
1722114000000,2024-07-27 21:00:00,ADA/USDT,0.41758,0.42493,0.41636,0.42229,1167258.3949,2766940.291,604413.9787,1432771.031,34417,0.42186
1722110400000,2024-07-27 20:00:00,ADA/USDT,0.42299,0.42327,0.41271,0.41742,1201225.7767,2873487.2715,628251.8926,1502756.3144,24607,0.41805
1722106800000,2024-07-27 19:00:00,ADA/USDT,0.42154,0.42341,0.41851,0.42282,903336.1944,2146282.3756,467481.6595,1110753.6383,20998,0.42088
1722103200000,2024-07-27 18:00:00,ADA/USDT,0.42374,0.427,0.42063,0.42173,792785.0892,1870089.885,416838.2574,983288.2038,19414,0.42393
1722099600000,2024-07-27 17:00:00,ADA/USDT,0.42753,0.42778,0.42297,0.42387,813660.9516,1913072.4574,418637.1158,984297.4812,18585,0.42531
1722096000000,2024-07-27 16:00:00,ADA/USDT,0.42308,0.42964,0.42244,0.42762,703859.6205,1651744.4771,360827.9813,846739.1531,17565,0.42613
1722092400000,2024-07-27 15:00:00,ADA/USDT,0.42495,0.42545,0.42066,0.42312,673471.1843,1592327.3821,355652.0185,840905.4708,16342,0.42294
1722088800000,2024-07-27 14:00:00,ADA/USDT,0.42522,0.42621,0.42319,0.42479,687242.2429,1618953.7576,352947.7601,831465.0551,18101,0.42449
1722085200000,2024-07-27 13:00:00,ADA/USDT,0.41976,0.42724,0.41965,0.42535,762308.7508,1800507.1143,400505.6769,946009.6444,17096,0.42339
1722081600000,2024-07-27 12:00:00,ADA/USDT,0.41836,0.42107,0.41806,0.41979,671800.1667,1599244.5478,346610.0435,825130.8232,16178,0.42007
1722078000000,2024-07-27 11:00:00,ADA/USDT,0.41685,0.41865,0.41547,0.41825,647348.5737,1551957.307,326611.0563,783022.245,14728,0.41711
1722074400000,2024-07-27 10:00:00,ADA/USDT,0.41763,0.41794,0.41628,0.41692,480390.3256,1151625.4261,250010.1978,599330.3862,14820,0.41714
1722070800000,2024-07-27 09:00:00,ADA/USDT,0.41717,0.41867,0.41525,0.41763,640570.8568,1534407.5886,330409.5576,791467.9092,15293,0.41747
1722067200000,2024-07-27 08:00:00,ADA/USDT,0.4164,0.41814,0.41612,0.41714,659331.5799,1581140.2856,336443.5565,806829.4804,15267,0.41699
1722063600000,2024-07-27 07:00:00,ADA/USDT,0.41755,0.41846,0.41595,0.41665,513024.6739,1229745.2233,259188.8089,621265.2559,11498,0.41718
1722060000000,2024-07-27 06:00:00,ADA/USDT,0.41493,0.41755,0.41477,0.41755,596662.261,1435237.0808,308048.8333,740985.6359,14540,0.41572
1722056400000,2024-07-27 05:00:00,ADA/USDT,0.41494,0.41743,0.41465,0.41492,621884.6047,1495268.7711,317384.5845,763125.5948,14805,0.4159
1722052800000,2024-07-27 04:00:00,ADA/USDT,0.41516,0.41582,0.41459,0.41508,516343.4564,1243754.5571,267104.2619,643391.2795,14874,0.41514
1722049200000,2024-07-27 03:00:00,ADA/USDT,0.41604,0.41682,0.41432,0.41515,688820.0936,1657597.957,356239.1732,857276.967,16372,0.41555
1722045600000,2024-07-27 02:00:00,ADA/USDT,0.4138,0.41655,0.41317,0.41606,663434.0703,1599220.9641,338024.3081,814798.907,16940,0.41484
1722042000000,2024-07-27 01:00:00,ADA/USDT,0.41628,0.41634,0.41347,0.41387,608840.6618,1467423.3463,310111.1398,747432.0609,17735,0.4149
1722038400000,2024-07-27 00:00:00,ADA/USDT,0.41713,0.41746,0.4152,0.41627,779965.9987,1874683.1068,400801.5867,963348.3934,18315,0.41605
1722034800000,2024-07-26 23:00:00,ADA/USDT,0.41779,0.41882,0.41704,0.41713,742298.1522,1776842.444,380701.7691,911305.9666,18806,0.41776
1722031200000,2024-07-26 22:00:00,ADA/USDT,0.41638,0.41881,0.41609,0.41779,747116.1606,1789828.9809,381697.0936,914419.8783,18487,0.41742
1722027600000,2024-07-26 21:00:00,ADA/USDT,0.41556,0.41744,0.41512,0.41643,726638.3636,1745615.4407,369860.4735,888515.4643,19953,0.41626
1722024000000,2024-07-26 20:00:00,ADA/USDT,0.41844,0.41869,0.4147,0.41559,894803.4267,2147643.7069,467743.9194,1122606.3589,21360,0.41664
1722020400000,2024-07-26 19:00:00,ADA/USDT,0.41599,0.41958,0.4159,0.41855,886880.3037,2121514.7086,454733.9018,1087805.5092,20728,0.41804
1722016800000,2024-07-26 18:00:00,ADA/USDT,0.41496,0.4161,0.41449,0.41604,812217.9786,1955480.5781,420580.1736,1012575.588,22004,0.41535
1722013200000,2024-07-26 17:00:00,ADA/USDT,0.41451,0.41549,0.41372,0.41496,844213.6896,2036534.1714,440383.46,1062363.0882,22264,0.41453
1722009600000,2024-07-26 16:00:00,ADA/USDT,0.41482,0.41597,0.4119,0.41457,834213.5592,2010348.4153,427587.8481,1030422.3947,22692,0.41496
1722006000000,2024-07-26 15:00:00,ADA/USDT,0.41334,0.41565,0.41298,0.4148,730732.0623,1763254.0941,375237.8793,905456.8309,22880,0.41442
1722002400000,2024-07-26 14:00:00,ADA/USDT,0.41483,0.41575,0.41037,0.41325,1029682.8026,2495225.22,533698.6582,1293348.6622,23472,0.41266
1721998800000,2024-07-26 13:00:00,ADA/USDT,0.41176,0.4157,0.40943,0.41518,1080207.7295,2623705.6955,559945.2093,1360094.5706,22889,0.41171
1721995200000,2024-07-26 12:00:00,ADA/USDT,0.41209,0.4135,0.41135,0.41183,981372.3359,2379750.0977,508936.7708,1234134.9615,23393,0.41238
1721991600000,2024-07-26 11:00:00,ADA/USDT,0.41215,0.41311,0.4114,0.41184,917647.7055,2226350.033,474005.7089,1150010.3478,23295,0.41217
1721988000000,2024-07-26 10:00:00,ADA/USDT,0.41359,0.41493,0.41137,0.41223,886626.2339,2146503.95,460226.7407,1114202.489,23420,0.41305
1721984400000,2024-07-26 09:00:00,ADA/USDT,0.41254,0.41566,0.41177,0.41375,864775.1291,2088600.363,444074.0489,1072536.8585,22424,0.41404
1721980800000,2024-07-26 08:00:00,ADA/USDT,0.41264,0.41419,0.41213,0.41252,609284.6649,1474399.8246,315610.3298,763738.0505,22442,0.41324
1721977200000,2024-07-26 07:00:00,ADA/USDT,0.41559,0.41722,0.41201,0.41275,614599.1844,1483227.6329,320841.3448,774248.9639,21876,0.41436
1721973600000,2024-07-26 06:00:00,ADA/USDT,0.40858,0.41795,0.40824,0.41637,1013794.7082,2454854.459,519908.6601,1258943.184,21663,0.41298
1721970000000,2024-07-26 05:00:00,ADA/USDT,0.4079,0.40952,0.40735,0.40863,782228.2252,1914778.6848,407565.1986,997662.2995,21316,0.40852
1721966400000,2024-07-26 04:00:00,ADA/USDT,0.40656,0.40857,0.40579,0.40785,675889.9449,1658441.292,344695.8686,845778.4632,20434,0.40754
1721962800000,2024-07-26 03:00:00,ADA/USDT,0.40601,0.40913,0.40542,0.40658,799210.626,1962899.8812,411121.2676,1009720.5794,20592,0.40715
1721959200000,2024-07-26 02:00:00,ADA/USDT,0.39912,0.40693,0.39885,0.40613,864684.0328,2145557.7998,445148.4219,1104608.1767,20067,0.40302
1721955600000,2024-07-26 01:00:00,ADA/USDT,0.39771,0.40046,0.39698,0.39918,982496.5169,2463530.7801,505090.9711,1266511.4629,23423,0.39881
1721952000000,2024-07-26 00:00:00,ADA/USDT,0.39504,0.39813,0.39447,0.39802,1024314.8494,2586294.5504,531754.9281,1342655.7576,24402,0.39605
1721948400000,2024-07-25 23:00:00,ADA/USDT,0.39238,0.39543,0.3922,0.39504,968276.6141,2458198.5319,498357.5018,1265166.1358,25513,0.39389
1721944800000,2024-07-25 22:00:00,ADA/USDT,0.39314,0.39485,0.39164,0.39235,978850.7309,2490303.207,511075.2508,1300251.622,25819,0.39306
1721941200000,2024-07-25 21:00:00,ADA/USDT,0.38976,0.39337,0.38932,0.39317,833997.9514,2130431.8904,439377.3511,1122404.3201,24712,0.39147
1721937600000,2024-07-25 20:00:00,ADA/USDT,0.38771,0.38956,0.38265,0.38956,911773.3966,2367233.505,476079.6838,1235984.3656,24451,0.38516
1721934000000,2024-07-25 19:00:00,ADA/USDT,0.38702,0.38999,0.38419,0.38742,1116117.1461,2880450.0529,586824.4817,1514365.7092,24922,0.38748
1721930400000,2024-07-25 18:00:00,ADA/USDT,0.3948,0.39486,0.38583,0.38694,971745.9514,2487902.4257,514936.0159,1318477.3066,25720,0.3906
1721926800000,2024-07-25 17:00:00,ADA/USDT,0.39487,0.39648,0.39359,0.39467,937560.1568,2373511.7945,497221.8142,1258782.3848,25631,0.39501
1721923200000,2024-07-25 16:00:00,ADA/USDT,0.39319,0.39633,0.39073,0.39478,1037044.3549,2633178.9315,551003.8459,1399004.5033,26697,0.39384
1721919600000,2024-07-25 15:00:00,ADA/USDT,0.39531,0.39647,0.39194,0.39309,1060563.7136,2689707.1375,544650.5478,1381286.4703,27957,0.3943
1721916000000,2024-07-25 14:00:00,ADA/USDT,0.39212,0.39599,0.3875,0.39516,1087944.8209,2772492.4807,571144.6474,1455275.2597,26570,0.39242
1721912400000,2024-07-25 13:00:00,ADA/USDT,0.39294,0.39421,0.38966,0.39231,1182989.9254,3015834.7266,631255.5633,1609277.4037,26914,0.39226
1721908800000,2024-07-25 12:00:00,ADA/USDT,0.39527,0.39734,0.39215,0.39283,1194651.8912,3024147.9778,631268.2841,1597878.8739,27037,0.39504
1721905200000,2024-07-25 11:00:00,ADA/USDT,0.39492,0.39652,0.3945,0.39541,983066.1285,2486005.2674,520139.8221,1315370.2598,27510,0.39544
1721901600000,2024-07-25 10:00:00,ADA/USDT,0.39759,0.39771,0.393,0.39509,1193155.4695,3021914.6567,632481.0142,1601900.2561,27963,0.39483
1721898000000,2024-07-25 09:00:00,ADA/USDT,0.39655,0.39825,0.39548,0.39772,1177392.5697,2964396.7148,626945.736,1578504.8351,29682,0.39717
